节点位移  单位：m
  节点号         x方向位移               y方向位移
   438        -2.27352621e+04         -6.32179371e+04         -7.50531814e+02
   439        -2.24011359e+04         -6.07258329e+04         -8.64759506e+02
   440        -2.22106732e+04         -5.85276920e+04         -1.38937434e+03
   441        -2.19071038e+04         -5.65459534e+04         -1.53175121e+03
   442        -2.14955942e+04         -5.47634483e+04         -1.35062585e+03
   443        -2.09807350e+04         -5.31631664e+04         -8.95190389e+02
   444        -2.03690919e+04         -5.17248943e+04         -2.06168542e+02
   445        -1.96699116e+04         -5.04247678e+04          6.82543507e+02
   446        -1.88945575e+04         -4.92366851e+04          1.74256638e+03
   447        -1.80553008e+04         -4.81345641e+04          2.95041529e+03
   448        -1.71640159e+04         -4.70946108e+04          4.28767929e+03
   449        -1.62313459e+04         -4.60967929e+04          5.74196252e+03
   450        -1.52669538e+04         -4.51246272e+04          7.30820135e+03
   451        -1.42812221e+04         -4.41625419e+04          8.98931584e+03
   452        -1.32878820e+04         -4.31910456e+04          1.07945714e+04
   453        -1.23058658e+04         -4.21818157e+04          1.27343998e+04
   454        -1.13582504e+04         -4.10963891e+04          1.48122602e+04
   455        -1.04672818e+04         -3.98913680e+04          1.70163902e+04
   456        -1.01733608e+04         -3.99263357e+04          1.81881404e+04
   457        -2.01972000e+04         -5.59831044e+04         -7.78014305e+02
   458        -1.99360203e+04         -5.39798655e+04         -9.44031063e+02
   459        -1.97997994e+04         -5.21840572e+04         -1.55820991e+03
   460        -1.95802195e+04         -5.05394404e+04         -1.80356790e+03
   461        -1.92755395e+04         -4.90402534e+04         -1.73708804e+03
   462        -1.88837234e+04         -4.76796689e+04         -1.40365076e+03
   463        -1.84055144e+04         -4.64458911e+04         -8.39023869e+02
   464        -1.78451741e+04         -4.53219351e+04         -7.27613285e+01
   465        -1.72098448e+04         -4.42874336e+04          8.69816936e+02
   466        -1.65082644e+04         -4.33212869e+04          1.96666987e+03
   467        -1.57492663e+04         -4.24044430e+04          3.19907835e+03
   468        -1.49404868e+04         -4.15221681e+04          4.55276373e+03
   469        -1.40880179e+04         -4.06648366e+04          6.02004741e+03
   470        -1.31979553e+04         -3.98258352e+04          7.60227166e+03
   471        -1.22800901e+04         -3.89955426e+04          9.31038016e+03
   472        -1.13520831e+04         -3.81526402e+04          1.11608774e+04
   473        -1.04407596e+04         -3.72576489e+04          1.31661668e+04
   474        -9.57786401e+03         -3.62548589e+04          1.53222910e+04
   475        -9.31464566e+03         -3.64773383e+04          1.64762296e+04
   476        -1.76610778e+04         -4.86713842e+04         -7.88328712e+02
   477        -1.74739297e+04         -4.71481444e+04         -9.87249812e+02
   478        -1.73956591e+04         -4.57413424e+04         -1.65988238e+03
   479        -1.72638478e+04         -4.44216904e+04         -1.98391321e+03
   480        -1.70684101e+04         -4.31979972e+04         -2.01435537e+03
   481        -1.68002778e+04         -4.20744892e+04         -1.79105609e+03
   482        -1.64545508e+04         -4.10472583e+04         -1.34416957e+03
   483        -1.60308439e+04         -4.01050555e+04         -6.98337288e+02
   484        -1.55323972e+04         -3.92318838e+04          1.24841456e+02
   485        -1.49647977e+04         -3.84101047e+04          1.10562645e+03
   486        -1.43345049e+04         -3.76236327e+04          2.22590702e+03
   487        -1.36472152e+04         -3.68610064e+04          3.47005370e+03
   488        -1.29065657e+04         -3.61176596e+04          4.82732565e+03
   489        -1.21146144e+04         -3.53956867e+04          6.29591122e+03
   490        -1.12757879e+04         -3.46984007e+04          7.88684110e+03
   491        -1.04038041e+04         -3.40182381e+04          9.62334358e+03
   492        -9.52711185e+03         -3.33223605e+04          1.15312262e+04
   493        -8.68706658e+03         -3.25468161e+04          1.36215955e+04
   494        -8.45636139e+03         -3.29991022e+04          1.47517819e+04
   495        -1.51282106e+04         -4.13193955e+04         -7.78817159e+02
   496        -1.50165431e+04         -4.02609616e+04         -9.89591540e+02
   497        -1.50019171e+04         -3.92216130e+04         -1.68734430e+03
   498        -1.49640701e+04         -3.82071199e+04         -2.06560750e+03
   499        -1.48828848e+04         -3.72446518e+04         -2.17578104e+03
   500        -1.47419970e+04         -3.63500476e+04         -2.05116995e+03
   501        -1.45311365e+04         -3.55264133e+04         -1.71551082e+03
   502        -1.42454134e+04         -3.47670537e+04         -1.18815894e+03
   503        -1.38839825e+04         -3.40592399e+04         -4.86567149e+02
   504        -1.34489430e+04         -3.33876857e+04          3.72636038e+02
   505        -1.29443221e+04         -3.27378323e+04          1.37319090e+03
   506        -1.23746295e+04         -3.20993305e+04          2.49938850e+03
   507        -1.17427724e+04         -3.14697425e+04          3.73773602e+03
   508        -1.10484338e+04         -3.08572475e+04          5.08144585e+03
   509        -1.02902092e+04         -3.02788545e+04          6.53786823e+03
   510        -9.47442028e+03         -2.97483801e+04          8.13443795e+03
   511        -8.62695962e+03         -2.92526891e+04          9.91352338e+03
   512        -7.79754893e+03         -2.87299252e+04          1.19107155e+04
   513        -7.59725658e+03         -2.94595122e+04          1.30062378e+04
   514        -1.26005778e+04         -3.39759379e+04         -7.45818702e+02
   515        -1.25654334e+04         -3.33550453e+04         -9.44532576e+02
   516        -1.26216282e+04         -3.26495136e+04         -1.63134535e+03
   517        -1.26855049e+04         -3.19112958e+04         -2.03916922e+03
   518        -1.27253782e+04         -3.11892428e+04         -2.21196424e+03
   519        -1.27179900e+04         -3.05099728e+04         -2.17418523e+03
   520        -1.26483025e+04         -2.98818339e+04         -1.94255712e+03
   521        -1.25068874e+04         -2.93013357e+04         -1.53129970e+03
   522        -1.22880165e+04         -2.87582170e+04         -9.53804601e+02
   523        -1.19889808e+04         -2.82390493e+04         -2.23095668e+02
   524        -1.16099906e+04         -2.77301418e+04          6.47772622e+02
   525        -1.11537578e+04         -2.72207216e+04          1.64516820e+03
   526        -1.06237553e+04         -2.67072383e+04          2.75492775e+03
   527        -1.00207143e+04         -2.61988466e+04          3.96508158e+03
   528        -9.33993097e+03         -2.57216671e+04          5.27442329e+03
   529        -8.57752170e+03         -2.53145209e+04          6.70675050e+03
   530        -7.74967213e+03         -2.50024920e+04          8.31890628e+03
   531        -6.90998316e+03         -2.47493626e+04          1.01817166e+04
   532        -6.73233351e+03         -2.58037300e+04          1.12238816e+04
   533        -1.00810627e+04         -2.67073426e+04         -6.84794734e+02
   534        -1.01214146e+04         -2.64744179e+04         -8.44547699e+02
   535        -1.02556365e+04         -2.60520438e+04         -1.48182903e+03
   536        -1.04285210e+04         -2.55515682e+04         -1.89426853e+03
   537        -1.05965621e+04         -2.50433863e+04         -2.11129115e+03
   538        -1.07313290e+04         -2.45608023e+04         -2.14613929e+03
   539        -1.08140691e+04         -2.41145409e+04         -2.00879810e+03
   540        -1.08303760e+04         -2.37028380e+04         -1.70936984e+03
   541        -1.07681712e+04         -2.33174507e+04         -1.25797909e+03
   542        -1.06176764e+04         -2.29469829e+04         -6.64190054e+02
   543        -1.03723619e+04         -2.25789910e+04          6.30373437e+01
   544        -1.00300578e+04         -2.22021643e+04          9.14526253e+02
   545        -9.59315403e+03         -2.18099220e+04          1.87939613e+03
   546        -9.06606299e+03         -2.14068479e+04          2.94433596e+03
   547        -8.44833362e+03         -2.10182929e+04          4.09802723e+03
   548        -7.72914340e+03         -2.06986846e+04          5.34870065e+03
   549        -6.90527485e+03         -2.05237380e+04          6.75287227e+03
   550        -6.02273330e+03         -2.05285140e+04          8.42158750e+03
   551        -5.85115861e+03         -2.19417506e+04          9.37945548e+03
   552        -7.57443509e+03         -1.96042746e+04         -5.91979523e+02
   553        -7.68252018e+03         -1.96685612e+04         -6.83509307e+02
   554        -7.89804715e+03         -1.94576946e+04         -1.23220507e+03
   555        -8.18279201e+03         -1.91499755e+04         -1.62238851e+03
   556        -8.48410499e+03         -1.88248426e+04         -1.86034692e+03
   557        -8.77265453e+03         -1.85152310e+04         -1.94752269e+03
   558        -9.02612945e+03         -1.82307696e+04         -1.88914340e+03
   559        -9.22365336e+03         -1.79701724e+04         -1.69301784e+03
   560        -9.34467543e+03         -1.77271481e+04         -1.36731065e+03
   561        -9.36971979e+03         -1.74929620e+04         -9.18947299e+02
   562        -9.28189752e+03         -1.72575815e+04         -3.52985762e+02
   563        -9.06891080e+03         -1.70105994e+04          3.26960028e+02
   564        -8.72539037e+03         -1.67431611e+04          1.11699526e+03
   565        -8.25446718e+03         -1.64528410e+04          2.00980831e+03
   566        -7.66482657e+03         -1.61544586e+04          2.99192908e+03
   567        -6.95670943e+03         -1.58984084e+04          4.05068937e+03
   568        -6.10888752e+03         -1.57882359e+04          5.21405080e+03
   569        -5.13249336e+03         -1.59720118e+04          6.61085806e+03
   570        -4.93287488e+03         -1.77229584e+04          7.43385306e+03
   571        -5.08209476e+03         -1.27831728e+04         -4.68085754e+02
   572        -5.23583638e+03         -1.29812109e+04         -4.68063184e+02
   573        -5.52474638e+03         -1.29031867e+04         -8.87070703e+02
   574        -5.91079581e+03         -1.27411121e+04         -1.21917366e+03
   575        -6.34929117e+03         -1.25641691e+04         -1.44185788e+03
   576        -6.81024847e+03         -1.23969952e+04         -1.54945253e+03
   577        -7.26439750e+03         -1.22455463e+04         -1.54557634e+03
   578        -7.68087790e+03         -1.21085780e+04         -1.43739520e+03
   579        -8.02808235e+03         -1.19819612e+04         -1.23201322e+03
   580        -8.27491799e+03         -1.18601824e+04         -9.34614289e+02
   581        -8.39184288e+03         -1.17367184e+04         -5.47599027e+02
   582        -8.35204898e+03         -1.16040501e+04         -7.03704070e+01
   583        -8.13353178e+03         -1.14539772e+04          5.00051047e+02
   584        -7.72291424e+03         -1.12796034e+04          1.16673011e+03
   585        -7.12090344e+03         -1.10824460e+04          1.92742200e+03
   586        -6.34337045e+03         -1.08921112e+04          2.76661711e+03
   587        -5.39574122e+03         -1.08036758e+04          3.66506528e+03
   588        -4.24338765e+03         -1.10128384e+04          4.70622084e+03
   589        -3.94306148e+03         -1.28904849e+04          5.32759450e+03
   590        -2.60367401e+03         -6.32466826e+03         -3.64203972e+02
   591        -2.73829938e+03         -6.46949882e+03         -2.31539549e+02
   592        -3.04599511e+03         -6.45315828e+03         -4.68876132e+02
   593        -3.51558082e+03         -6.38718249e+03         -6.77685943e+02
   594        -4.10663276e+03         -6.31385927e+03         -8.24802851e+02
   595        -4.77778938e+03         -6.24584381e+03         -9.04341083e+02
   596        -5.48321004e+03         -6.18564873e+03         -9.19687634e+02
   597        -6.17625450e+03         -6.13239454e+03         -8.76464726e+02
   598        -6.81205172e+03         -6.08405934e+03         -7.79659373e+02
   599        -7.34797318e+03         -6.03809555e+03         -6.32512825e+02
   600        -7.74299306e+03         -5.99144331e+03         -4.35976435e+02
   601        -7.95657948e+03         -5.94026065e+03         -1.88285935e+02
   602        -7.94763156e+03         -5.87950849e+03          1.15436795e+02
   603        -7.67435873e+03         -5.80276098e+03          4.83218990e+02
   604        -7.09722741e+03         -5.70393322e+03          9.24472374e+02
   605        -6.18941479e+03         -5.58729786e+03          1.44246720e+03
   606        -4.95423932e+03         -5.50768151e+03          2.01242234e+03
   607        -3.40073381e+03         -5.65835140e+03          2.58681492e+03
   608        -2.79283738e+03         -7.06998100e+03          2.90196871e+03
   609        -4.05557516e+02         -2.95409089e+03         -3.21590710e+02
   610        -4.93621732e+02         -3.02639934e+03         -8.31521318e+01
   611        -7.84591929e+02         -3.01923017e+03         -1.79594851e+02
   612        -1.35686444e+03         -2.99488545e+03         -2.74871902e+02
   613        -2.16939381e+03         -2.98119450e+03         -3.49383166e+02
   614        -3.13997901e+03         -2.98077517e+03         -3.99993547e+02
   615        -4.19028528e+03         -2.99244623e+03         -4.29168240e+02
   616        -5.25315433e+03         -3.01485928e+03         -4.39888911e+02
   617        -6.27111237e+03         -3.04699910e+03         -4.34354193e+02
   618        -7.19341554e+03         -3.08801941e+03         -4.13584799e+02
   619        -7.97293172e+03         -3.13694977e+03         -3.77172697e+02
   620        -8.56279801e+03         -3.19226811e+03         -3.22868580e+02
   621        -8.91234987e+03         -3.25114808e+03         -2.45763687e+02
   622        -8.96140545e+03         -3.30797070e+03         -1.36699985e+02
   623        -8.63144501e+03         -3.35146755e+03          2.06491257e+01
   624        -7.81181172e+03         -3.36067450e+03          2.53898556e+02
   625        -6.34591380e+03         -3.31056363e+03          6.02423101e+02
   626        -4.01890258e+03         -3.27193923e+03          1.05122691e+03
   627        -2.76980501e+03         -4.07724927e+03          1.31456282e+03
